,question,answer,category,table_id
1510,In which areas were floors hanging from a partially collapsed building?,"Turkey, Greece",earthquake,1047
1511,Which countries were affected by the 2020 Aegean Sea earthquake?,"Turkey, Greece",earthquake,1047
1512,What was the cost of damages from the 2020 Aegean Sea earthquake in dollars?,400 million,earthquake,1047
1513,"Why did 15,000 people become homeless?",Tsunami,earthquake,1047
1514,What is the maximum intensity?,VIII (Severe),earthquake,1047
1515,Where did the tsunami strike in 2020?,"On 30 October 2020, a strong normal-faulting earthquake struck Samos Island in Greece and İzmir Province in Turkey, both in the eastern Aegean Sea. The earthquake generated a tsunami that hit the coasts of Samos Island, Greece and İzmir, Turkey.",earthquake,1047
1516,What was the total damage from the 2020 Aegean Sea earthquake in dollars?,400 million,earthquake,1047
1517,What was the duration of the 2020 Aegean Sea earthquake in seconds?,16,earthquake,1047
1518,Who was the artist who toured on the Better Day World Tour in 2011?,Dolly Parton,concert,1054
1519,How many years after the Better Day World Tour was the next tour?,3,concert,1054
1520,What date was the last show of the Better Day World Tour?,"December 1, 2011",concert,1054
1521,What date was the first day you could attend a show on the Better Day World Tour?,"July 17, 2011",concert,1054
1522,How many days did the Better Day World Tour last?,137,concert,1054
1523,How many days was the Better Day World Tour held in 2011?,137,concert,1054
1524,How long in years after the Backwoods Barbie Tour did the Blue Smoke World Tour begin?,6,concert,1054
1525,What is the average length of time between Dolly Parton's tours in years?,3,concert,1054
1526,How many shows were held in Europe and Australia from 2011?,29,concert,1054
1527,How many years longer was Gagauzia an unrecognized breakaway state compared to Tatarstan?,2,event,1056
1528,How many recognized breakaway states resulted from the dissolution?,15,event,1056
1529,How many countries became unrecognized breakaway states in the final year of the dissolution of the Soviet Union?,2,event,1056
1530,"Currently, how many unrecognized states are still in operation?",2,event,1056
1531,"In total, how many major outcomes resulted from this dissolution?",16,event,1056
1532,On what date did the dissolution of the Soviet Union begin?,"November 16, 1988",event,1056
1533,How many unrecognized breakaway states were there in 1991?,6,event,1056
1534,What year did the Unified Soviet Armed Forces begin to be divided?,1992,event,1056
1535,How many years after the beginning of the dissolution of the Soviet Union did Chechnya become an unrecognized breakaway state?,3,event,1056
1536,What is the total number of years that the Space Shuttle program lasted?,39,space program,1062
1537,How long in years did the Space Shuttle program run?,39,space program,1062
1538,How many years after the Space Shuttle program began did its first flight occur?,5,space program,1062
1539,What was the date of the last flight of the Space Shuttle program?,"July 21, 2011",space program,1062
1540,What year did the Space Shuttle program's first flight occur?,1977,space program,1062
1541,How many successful flights were there before 1976?,0,space program,1062
1542,How many partial faulures occurred before 2012?,1,space program,1062
1543,How many months after the first crewed flight was the last flight?,363,space program,1062
1544,The Space Shuttle's first crewed flight occurred how many years after its first flight?,4,space program,1062
1545,"What year was the single ""2 of Amerikaz Most Wanted"" released?",1996,music,1066
1546,"Who was the producer of the single ""2 of Amerikaz Most Wanted"" in 1996?",Daz Dillinger,music,1066
1547,"Where in California was ""2 of Amerikaz Most Wanted"" recorded in 1995?",Can-Am Studios,music,1066
1548,"In what month and year were the artists in the studio for ""2 of Amerikaz Most Wanted""?",October 1995,music,1066
1549,"How many days did it take to record ""2 of Amerikaz Most Wanted""?",1,music,1066
1550,"When was ""2 of Amerikaz Most Wanted"" first available for purchase?","May 7, 1996",music,1066
1551,"How many other singles were released in the same year as ""2 of Amerikaz Most Wanted""?",2,music,1066
1552,"Which single in the 2Pac chronology was released a year before ""2 of Amerikaz Most Wanted""?","""California Love""",music,1066
1553,"How many months after being recorded was ""2 of Amerikaz Most Wanted"" released?",7,music,1066
1554,How long in years did the recording of 21st Century Breakdown take?,1,music,1070
1555,"How many years after recording began was ""21st Century Breakdown"" released?",1,music,1070
1556,"What other album was released in the same year as ""21st Century Breakdown""?","""East Jesus Nowhere""",music,1070
1557,"How many years after recording of ""21st Century Breakdown"" began was ""Last of the American Girls"" released?",2,music,1070
1558,"What song was released before ""21st Century Breakdown""?",East Jesus Nowhere,music,1070
1559,"In what year was ""21st Century Breakdown"" first recorded?",2008,music,1070
1560,"What year was the single ""21st Century Breakdown"" released?",2009,music,1070
1561,"How many years after ""21st Century Breakdown"" was its next single released?",1,music,1070
1562,"Where in Hollywood was ""21st Century Breakdown"" recorded in 2009?",Ocean Way Recording,music,1070
1563,"How many years did it take to record ""21st Century Breakdown""?",2,song,1070
1564,"What was the last song released from ""21st Century Breakdown""?",Last of the American Girls,song,1070
1565,"How many songs from ""21st Century Breakdown"" were released in 2009?",2,song,1070
1566,"What year was ""21st Century Breakdown"" released?",2009,song,1070
1567,"How many years did the recording of ""21st Century Breakdown"" take?",1,song,1070
1568,"Which single was released after ""21st Century Breakdown"" in 2010?",Last of the American Girls,song,1070
1569,"On what date was ""21st Century Breakdown"" released?","December 21, 2009",song,1070
1570,"Who is the producer of ""21st Century Breakdown""?",Butch Vig,song,1070
1571,How long is the album single?,5:09,song,1070
1572,"What was the most recent release of ""3 a.m. Eternal"" called?",The KLF vs ENT version,music,1071
1573,"What year was ""3 a.m. Eternal"" originally released?",1989,music,1071
1574,"Which record label released ""3 a.m. Eternal""?",KLF Communications,music,1071
1575,"How many years passed between the first and last release of ""3 a.m. Eternal""?",3,music,1071
1576,"What year was the live version of ""3 a.m. Eternal"" released?",1991,music,1071
1577,"How many singles were released in the decade following the release of ""3 a.m. Eternal""?",6,music,1071
1578,"How many years after its release on Pure Trance 2 was ""3 a.m. Eternal"" released in the KLF vs ENT version?",3,music,1071
1579,"When was ""3 a.m. Eternal"" first released?","May 1, 1989",music,1071
1580,"Which single was released the same year as ""3 a.m. Eternal""?","""Kylie Said to Jason""",music,1071
1581,"How many years before ""Money Don't Matter 2 Night"" was ""Diamonds and Pearls"" released?",1,song,1075
1582,"Which song was released in the UK in the same year as ""Money Don't Matter 2 Night""?",Thunder,song,1075
1583,"Which song was released in the US in the same year as ""Money Don't Matter 2 Night""?",Sexy MF,song,1075
1584,What is the edited length of the album?,4:12,song,1075
1585,In which studio was the album recorded?,Warner Pioneer Studios,song,1075
1586,"Who is the producer of ""Money Don't Matter 2 Night""?",Prince,song,1075
1587,"Who is the songwriter of ""Money Don't Matter 2 Night""?",Prince and Rosie Gaines,song,1075
1588,"Which year was ""Money Don't Matter 2 Night"" released?",1992,song,1075
1589,"Who wrote the album containing ""Money Don't Matter 2 Night""?","Prince, Warner Bros",song,1075
1590,How many editors worked on 8 Mile?,2,movie,1077
1591,How many writers worked on 8 Mile?,1,movie,1077
1592,What was the net profit of the movie?,200.9 million,movie,1077
1593,How many producers did the movie have?,3,movie,1077
1594,"What year was the movie ""8 Mile"" released?",2002,movie,1077
1595,"What was the budget for the movie ""8 Mile""?",41 million,movie,1077
1596,How many years ago was this movie released?,20,movie,1077
1597,"What is the running time of the film ""8 Mile"" in minutes?",110,movie,1077
1598,"What year was ""8 Mile"" released?",2002,movie,1077
1599,"How long is ""8 Mile"" in minutes?",110,movie,1077
1600,"What was the release date of ""8 Mile""?","November 8, 2002",movie,1077
1601,In how many languages was 8 Mile released?,1,movie,1077
1602,How long was the 49th Parallel in minutes?,123,movie,1078
1603,"How many days after the London premiere on October 8, 1941, did the movie ""49th Parallel"" premiere in the USA (New York)?",148,movie,1078
1604,Who originally wrote the 49th Parallel?,Emeric Pressburger,movie,1078
1605,What date was the 49th Parallel first released in the US?,"April 15, 1942",movie,1078
1606,"Who was the distributor of the movie ""49th Parallel"" when it was released on April 15, 1942, in the United States?",Columbia Pictures,movie,1078
1607,How many months after the UK nationwide release was the US nationwide release?,5,movie,1078
1608,How much of a profit in GBP did 49th Parallel make from British box office alone?,"118,000",movie,1078
1609,How many months after the New York City premiere was 49th Parallel released to the rest of the country?,1,movie,1078
1610,What is the running time of the movie 49th Parallel in minutes?,123,movie,1078
1611,How many minutes shorter is an Access Hollywood episode on weekends compared to weekdays?,22,show,1085
1612,For how many years was Access Hollywood known as Access?,2,show,1085
1613,For how many years was Robert K. Silverstein the producer for Access Hollywood?,20,show,1085
1614,What year did Access Hollywood debut?,1996,show,1085
1615,What year did Access Hollywood premiere?,1996,show,1085
1616,What was the name of Access Hollywood in 2017?,Access,show,1085
1617,What year did Access Hollywood switch to HDTV?,2010,show,1085
1618,"For how many years was Access Hollywood known simply as ""Access""?",2,show,1085
1619,How long in years was Robert K. Silverstein a producer for Access Hollywood?,20,show,1085
1620,What year was Wil Calhoun an executive producer of Friends?,2001,show,1088
1621,Which seasons of Friends had more than five executive producers?,"5, 8, 9, 10",show,1088
1622,In which season did Adam Chase and Greg Malins last serve as executive producers together?,5,show,1088
1623,How many riders used the Portadown/Newry line per year?,4.5 million,rail line,1092
1624,How many tracks are on the Portadown/Newry line?,2,rail line,1092
1625,How many stations are on the Portadown/Newry line?,18,rail line,1092
1626,What is the amount of ridership per year?,4.5 million,rail line,1092
1627,What is the system of the Portadown/Newry line?,NI Railways,rail line,1092
1628,What is the locale of the Portadown/Newry line?,Northern Ireland,rail line,1092
1629,How many different rolling stocks are there in the Portadown/Newry line?,5,rail line,1092
1630,"What gauge are Northern Irish railways, in millimeters?",1600,rail line,1092
1631,What is the status of the Portadown/Newry line?,Operational,rail line,1092
1632,What is the name of the termini in the Delaware Extension?,Philadelphia,rail line,1094
1633,Does Delaware accept the federal extension?,A federal extension automatically extends the Delaware due date.,rail line,1094
1634,What is the track gauge in millimeters?,1435,rail line,1094
1635,What is the length of the Delaware Extension in miles?,9.5,rail line,1094
1636,Which year was the Delaware Extension first opened?,1862,rail line,1094
1637,What year was the Delaware Extension opened for Penn Central?,1968,rail line,1094
1638,Which year was the Delaware Extension closed for the Pennsylvania Railroad?,1968,rail line,1094
1639,What is the line length of the Delaware Extension in miles?,9.5,rail line,1094
1640,What year was the Delaware Extension closed for Penn Central?,1976,rail line,1094
1641,How many years passed between the end of the Billie Mae Richards TV specials and the film in which Blitzen was Rudolph's father?,12,character,1095
1642,What year was Arrow identified as part of Rudolph the Red-Nosed Reindeer's family?,1998,character,1095
1643,"How many years did ""Rudolph the Red-Nosed Reindeer,"" voiced by Billie Mae Richards, run as a television special?",46,character,1095
1644,"What year did ""Rudolph the Red-Nosed Reindeer"" debut as a television special?",1964,character,1095
1645,What year was the last television special featuring Rudolph the Red-Nosed Reindeer?,2010,character,1095
1646,How many of Rudolph the Red-Nosed Reindeer's family members were introduced in the most recent film?,4,character,1095
1647,What year did Rudolph the Red-Nosed Reindeer first appear on television?,1964,character,1095
1648,How many years after Rudolph the Red-Nosed Reindeer's first appearance was Rusty introduced as his cousin?,59,character,1095
1649,Who were Rudolph's parents in the first year of the Billie Mae Richards TV specials?,Donner and Mrs. Donner,character,1095
1650,How many years were between Charlton Heston portraying and voicing the character?,44,character,1101
1651,How many actors portrayed the character in the 21st century?,2,character,1101
1652,What year was Judah Ben-Hur last portrayed?,2016,character,1101
1653,Who voiced Judah Ben-Hur in 2003?,Charlton Heston,character,1101
1654,Who portrayed Judah Ben-Hur in 1925?,Ramon Novarro,character,1101
1655,What year did Judah Ben-Hur first appear on the screen?,1925,character,1101
1656,Who most recently portrayed Judah Ben-Hur?,Jack Huston,character,1101
1657,Who was the first person to play Judah Ben-Hur on screen?,Ramon Novarro,character,1101
1658,"How many years after the publication of ""A Tale of the Christ"" did Ramon Novarro portray Ben-Hur?",45,character,1101
1659,How many years were between Carl Stockdale and Julian Rhind-Tutt playing Monks?,85,character,1104
1660,On what medium was the character Monks portrayed during the 1980s?,TV,character,1104
1661,What year was Monks last portrayed in a television miniseries?,2007,character,1104
1662,What year was Monks portrayed by Carl Stockdale?,1922,character,1104
1663,Who portrayed Monks in the 1982 TV film?,Oliver Cotton,character,1104
1664,What year was Monks first released?,1922,character,1104
1665,What year was Monks last released in film form?,1982,character,1104
1666,Who was the first person to act as Monks in a film?,Carl Stockdale,character,1104
1667,How many actors played Monks in the 21st century?,1,character,1104
1668,What date did the Indian Navy commission INS Vikramaditya?,"November 16, 2013",navy vessel,1109
1669,What date did the Russians sell the INS Vikramaditya to the Indian Navy?,"January 20, 2004",navy vessel,1109
1670,What date was the INS Vikramaditya launched?,"December 4, 2008",navy vessel,1109
1671,What date was the INS Vikramaditya commissioned?,"November 16, 2013",navy vessel,1109
1672,What is the maximum number of aircraft the INS Vikramaditya can carry?,36,navy vessel,1109
1673,What country operates the INS Vikramaditya?,India,navy vessel,1109
1674,How many years after its launching in the Soviet Union was the INS Vikramaditya commissioned?,5,navy vessel,1109
1675,How many years ago was the INS Vikramaditya decommissioned in Soviet Union Russia?,26,navy vessel,1109
1676,What was the name of INS Vikramaditya before it was bought by India in 2008?,Admiral Gorshkov,navy vessel,1109
1677,How many years passed from the time INS Trishul was ordered until its launch?,3,navy vessel,1113
1678,How many months after its launch was INS Trishul officially commissioned?,19,navy vessel,1113
1679,How many months after INS Trishul was ordered was it officially commissioned?,67,navy vessel,1113
1680,How many years passed between the time INS Trishul was ordered and it was laid down?,2,navy vessel,1113
1681,How many years after the launch of INS Trishul was it commissioned?,3,navy vessel,1113
1682,How many days after being laid down was INS Trishul launched?,427,navy vessel,1113
1683,What was the status of INS Trishul in 2022?,In active service,navy vessel,1113
1684,What is the class type of INS Trishul launched in 2000?,Talwar-class frigate,navy vessel,1113
1685,How many years after INS Trishul was ordered was its launch?,3,navy vessel,1113
1686,How many years after production stopped was the Firefly officially retired?,1,aircraft,1128
1687,For how many years was the FAA Fairey Firefly produced?,14,aircraft,1128
1688,How many years ago was the FAA Fairey Firefly retired from the Royal Navy?,66,aircraft,1128
1689,What date was the Firefly's first flight?,"December 22, 1941",aircraft,1128
1690,How many years after its introduction was the Firefly in service?,13,aircraft,1128
1691,How many FAA Fairey Fireflies were produced between 1941 and 1955?,1702,aircraft,1128
1692,How many years has it been since the Firefly was retired?,66,aircraft,1128
1693,How many years after the first flight was the Firefly retired?,15,aircraft,1128
1694,How many years after the Firefly was introduced did production stop?,12,aircraft,1128
1695,Who retired the PBY Catalina 21 years after its introduction?,United States Navy Reserve,aircraft,1130
1696,How many years after PBY Catalina's first flight was its retirement by the United States Navy Reserve?,22,aircraft,1130
1697,For how many years was the PBY Catalina in production?,9,aircraft,1130
1698,Which country's military was the last to retire the PBY Catalina?,Brazil,aircraft,1130
1699,For how many years was the PBY Catalina manufactured?,9,aircraft,1130
1700,How many primary users did the PBY Catalina have?,4,aircraft,1130
1701,What country other than the US was heavily involved in its use and manufacture?,Canada,aircraft,1130
1702,How long in years was the PBY Catalina in commission by the US Navy?,21,aircraft,1130
1703,How many primary users did the PBY Catalina have since its first flight in 1935?,4,aircraft,1130
1704,For how many years was the X-15 used by NASA and the US Air Force?,9,space program,1132
1705,Which event related to the X-15 took place in the summer?,Introduction,space program,1132
1706,How many years was the X-15 in service before it was retired?,54,space program,1132
1707,"How many days after its first flight on June 8, 1959, was the X-15 introduced?",101,space program,1132
1708,How many years separated the X-15's first flight from its retirement?,9,space program,1132
1709,How many months separated the introduction of the X-15 from its first flight?,3,space program,1132
1710,How many months after the first flight was the X-15 introduced?,3,space program,1132
1711,How many years were there between the first flight of the X-15 and when it was retired?,9,space program,1132
1712,What year did the X-15 take its first flight?,1959,space program,1132
1713,How many years was the Coordination Center for Ethnic Germans operational from 1937?,8,agency,1139
1714,Who was the minister responsible in 1937?,Franz Xaver Schwarz,agency,1139
1715,How long in years was Reichsführer-SS Heinrich Himmler the responsible minister for the Coordination Center for Ethnic Germans?,6,agency,1139
1716,How many years did the Coordination Center for Ethnic Germans remain operational?,8,agency,1139
1717,In which city was the headquarters of the Coordination Center for Ethnic Germans located?,Berlin,agency,1139
1718,What were the jurisdiction countries?,Germany Occupied Europe,agency,1139
1719,Which year was the Coordination Center for Ethnic Germans formed?,1937,agency,1139
1720,How many years ago was the Coordination Center for Ethnic Germans founded?,85,agency,1139
1721,Who was the minister responsible for the Coordination Center for Ethnic Germans in 1940?,Reichsführer-SSHeinrich Himmler,agency,1139
1722,How many leadership roles are listed?,4,agency,1141
1723,How many years separated the formation of V/Line Corporation as a State Transport Authority from it becoming a statutory authority?,20,agency,1141
1724,What was the 2018 income of V/Line Corporation in dollars?,932 million,agency,1141
1725,What year was the V/Line Corporation formed as the State Transport Authority?,1983,agency,1141
1726,How many years ago was the V/Line Corporation formed?,39,agency,1141
1727,What key document was created for V/Line Corporation in 2010?,Transport Integration Act 2010,agency,1141
1728,How many years has it been since the V/Line Corporation was formed as a statutory corporation?,19,agency,1141
1729,How long in years has V/Line been a corporation?,19,agency,1141
1730,How long in years was V/Line branded as an Authority?,20,agency,1141
1731,What date was the Victorian Regional Channels Authority formed?,"April 1, 2004",agency,1143
1732,What is the headquarters of the Victorian Regional Channels Authority?,Geelong VIC 3220,agency,1143
1733,How many employees worked at the Victorian Regional Channels Authority?,9,agency,1143
1734,What is the name of the executive of the Authority?,Michael Harvey,agency,1143
1735,How many years old was the Victorian Regional Channels Authority when the Transport Integration Act 2010 was implemented?,6,agency,1143
1736,How many main jurisdictions does the Victorian Regional Channels Authority maintain?,3,agency,1143
1737,Which year was the Victorian Regional Channels Authority founded?,2004,agency,1143
1738,How many key leadership roles are there?,2,agency,1143
1739,How many employees does the Victorian Regional Channels Authority have?,9,agency,1143
1740,What year was the most recent edition of Catan published?,2015,board game,1147
1741,How many years ago was the CATAN 3rd edition released?,25,board game,1147
1742,What was another name for the CATAN game in 2000?,The Settlers of Catan,board game,1147
1743,What was the last edition of Catan published in the 90s?,3,board game,1147
1744,How many years after the first edition was the 5th edition of CATAN released in 1995?,20,board game,1147
1745,How many years longer was the time between the fourth and fifth editions than between the first and second editions?,7,board game,1147
1746,How long in years was the time between the first and fourth editions of Catan?,12,board game,1147
1747,How many editions of The Settlers of Catan were released before the 21st century?,3,board game,1147
1748,What year was the first edition of Catan published?,1995,board game,1147
1749,How many years passed between the first and revised issues of Heroes Unlimited?,3,game,1151
1750,How many years ago was the first edition of Heroes Unlimited published?,38,game,1151
1751,How many years after the original release was the 2nd edition released?,14,game,1151
1752,"What was the genre of the game ""Heroes Unlimited"" published in 1984?",Superhero,game,1151
1753,How many years after Heroes Unlimited began was the last edition printed?,14,game,1151
1754,How many editions of Heroes Unlimited were printed between 1984 and 1998?,4,game,1151
1755,How many rev. prints were there before 1993?,8,game,1151
1756,What month and year was Heroes Unlimited first available?,August 1984,game,1151
1757,In what year was the most recent edition of Heroes Unlimited published?,1998,game,1151
1758,What year did Argentina become World Cup champions for the first time?,1978,national football team,1160
1759,What year did Argentina make its first World Cup appearance?,1930,national football team,1160
1760,What year did Argentina achieve its highest ranking?,2007,national football team,1160
1761,How many World Cups were there between Argentina's first and second World Cup Championship?,1,national football team,1160
1762,How many years after Argentina's biggest win did it make its first appearance at the Panamerican Championship?,14,national football team,1160
1763,How long in months was Argentina's Men's football team ranked number one for the longest time?,12,national football team,1160
1764,How many of Argentina's Copa América championships occurred in the 21st century?,1,national football team,1160
1765,How many years are between Argentina's first international match and their biggest defeat by Czechoslovakia?,56,national football team,1160
1766,How many years after their first World Cup appearance did Argentina win a championship?,48,national football team,1160
1767,What year was the first edition of Arkham Horror: The Card Game released?,2016,game,1161
1768,What year was the first time that you could play Arkham Horror: The Card Game?,2016,game,1161
1769,How many years ago was the first edition of Arkham Horror: The Card Game released?,6,game,1161
1770,How many hours is the difference between the maximum and minimum estimated playing time?,1,game,1161
1771,How many quarters has Arkham Horror been active?,21,game,1161
1772,In how many languages is Arkham Horror available?,11,game,1161
1773,How many years ago was Arkham Horror: The Card Game published?,6,game,1161
1774,"What was the maximum setup time required for Arkham Horror: The Card Game, in minutes?",15,game,1161
1775,Who designed Arkham Horror: The Card Game released in 2016?,Nate French & MJ Newman,game,1161
1776,Who was the first publisher in 1984?,Bard Games,board game,1163
1777,For how many years was Atlantis in publication?,35,board game,1163
1778,What year was Atlantis first published?,1984,board game,1163
1779,What year was the most recent edition of Atlantis released?,2019,board game,1163
1780,How many years passed between the first and second editions of Atlantis?,1,board game,1163
1781,How many years were between the first edition of Atlantis and the 30th anniversary edition?,35,board game,1163
1782,How many editions were released in the 90s?,1,board game,1163
1783,How many years longer was the time between the Second Age and the 30th Anniversary Edition than between the first and second editions?,4,board game,1163
1784,What year was the first edition of Atlantis released?,1984,board game,1163
1785,How many years are between Australia's first ODI and its last T20I?,51,cricket team,1164
1786,What team did Australia play against the year it acquired its test status?,England,cricket team,1164
1787,How many years after achieving its best test ranking did Australia achieve its best ODI ranking?,38,cricket team,1164
1788,How many years ago was Australia's first test in Cricket?,145,cricket team,1164
1789,"What was the longest span between championships in Cricket ODI for Australia, in years?",12,cricket team,1164
1790,How many months ago did Australia play their last ODI?,6,cricket team,1164
1791,How many times has Australia won the ODI Championship since 1970?,5,cricket team,1164
1792,How many years ago did Australia win the T20I World Cup?,1,cricket team,1164
1793,How many years after acquiring its test status did Australia become a full member of the ICC?,32,cricket team,1164
1794,How many years are between Australia's first international and their first AFC U-23 Asian Cup appearance?,46,national football team,1166
1795,Did Australia achieve their best result in the Summer Olympics in their first appearance?,yes,national football team,1166
1796,How many years after first appearing at the AFC U-23 Asian Cup did Australia achieve their best result?,7,national football team,1166
1797,How many years apart were Australia's two biggest defeats?,20,national football team,1166
1798,Which team defeated Australia in the year they made their first appearance in the Summer Olympics?,Poland,national football team,1166
1799,In what city and country was Australia defeated a year before their first AFC U-23 Asian Cup appearance?,"Pekanbaru, Indonesia",national football team,1166
1800,What place did the Australian team achieve in the 2020 Asian Cup?,3,national football team,1166
1801,What year did the Australian team achieve its best result in the Summer Olympics?,1992,national football team,1166
1802,What year did the Australian team make its first Summer Olympics appearance?,1992,national football team,1166
1803,How many years after their first T20I in 2005 did England win the T20 World Cup?,5,cricket team,1172
1804,How many years ago did England acquire Test status?,145,cricket team,1172
1805,How many years are there between England's first ODI and first T20I?,34,cricket team,1172
1806,What was England's best rank in the International Cricket Council 8 years before their first World Test Championship appearance?,4,cricket team,1172
1807,How many years after their first World Cup appearance did England win a Championship?,44,cricket team,1172
1808,How many years after acquiring its Test status did England achieve full ICC status?,32,cricket team,1172
1809,Who was the Test captain of England on 3 July 2022?,Ben Stokes,cricket team,1172
1810,How many more runs would England have needed to win in March 1877?,5,cricket team,1172
1811,Who was the captain of England against India in July 2022?,Ben Stokes,cricket team,1172
1812,How many versions of FATE Core were published from 2003?,4,game,1175
1813,What year was FATE most recently published?,2013,game,1175
1814,How many years after its first publication was the second publication of FATE?,0,game,1175
1815,In what year was FATE first published?,2003,game,1175
1816,How many versions of FATE Core were published by 2007?,3,game,1175
1817,Who are the publishers of the Fate movie?,Evil Hat Productions,game,1175
1818,What was the name of the third edition of Fate Core in 2006?,Spirit of the Century,game,1175
1819,Who are the designers of the Fate movie?,"Leonard Balsera, Fred Hicks, Rob Donoghue",game,1175
1820,Who were the designers of the FATE Core game in 2003?,"Leonard Balsera, Fred Hicks, Rob Donoghue",game,1175
1821,Who was the publisher of the Probe game in 1974?,Parker Brothers,board game,1188
1822,Who manufactured Probe in 1964?,Parker Brothers,board game,1188
1823,How many years was the Probe game active?,18,board game,1188
1824,How many years after its last publication was Probe no longer active?,6,board game,1188
1825,How many editions of the Probe game have been published since 1964?,4,board game,1188
1826,How many years after the publication of #112 was #202 published?,12,board game,1188
1827,How many publications were there in the '70s?,2,board game,1188
1828,What year was Probe originally released?,1964,board game,1188
1829,How long in years was Probe in production?,18,board game,1188
1830,What was the time difference in years between the first and last Sri Lankan T20I?,16,national cricket team,1191
1831,How many years did it take Sri Lanka to become a full ICC member after becoming an Associate member?,16,national cricket team,1191
1832,How many years did it take for Sri Lanka to become a full member after attaining its Associate Member ICC status?,16,national cricket team,1191
1833,What year did Sri Lanka make its first World Cup appearance?,1975,national cricket team,1191
1834,What year did Sri Lanka gain its Associate Member ICC status?,1965,national cricket team,1191
1835,What was Sri Lanka's rank when they became World Cup champions?,1,national cricket team,1191
1836,How long in years was it between Sri Lanka's first ODI and first T20I?,31,national cricket team,1191
1837,What team did Sri Lanka play against in Tests a year after it acquired its test status?,England,national cricket team,1191
1838,"What is the time span of Sri Lanka's World Test Championship appearances, in years?",2,national cricket team,1191
1839,How many kilometers had Ingenuity traveled as of the day of its last flight?,7.17,space probe,1206
1840,"Where was Ingenuity located on January 1, 2022?","Jezero crater, Mars",space probe,1206
1841,How many months ago was Ingenuity deployed to Mars?,15,space probe,1206
1842,How long in days did Ingenuity fly on Mars?,418,space probe,1206
1843,Approximately how many kilometers did Ingenuity move per flight in 14 months?,0.25,space probe,1206
1844,How long in months did it take for Ingenuity to go from deployment to its last flight?,14,space probe,1206
1845,How long in months did it take for Ingenuity to go from deployment to its first flight?,16,space probe,1206
1846,How long in months was it between the day of Ingenuity's first flight and its last flight?,2,space probe,1206
1847,How many years did Ingenuity fly?,1,space probe,1206
1848,How many days did it take for Ingenuity from the date of deployment to its first flight?,16,space probe,1206
1849,How many months after deployment did it take for Ingenuity to travel 7.17 km?,14,space probe,1206
1850,How long in days after Ingenuity was deployed was the picture taken?,4,space probe,1206
